id,text,symbol,filing_time,topic_ids,label,Comments
190,"For instance, there are proposed regulations reducing water rights per acre for the aquifer accessed by our Mill Creek, Oklahoma facility.",slca,2013-02,"[2, 12]",1,
191,The Company believes that it is not possible to determine the extent of the damages sought and considers the lawsuits without merit.,scco,2018-03,[11],0,
192,"In the event of a subsidiary's liquidation, we may lose all or a portion of our investment in that subsidiary.",aumn,2006-03,[0],0,
193,"Generally, it is not feasible to review in depth every individual property involved in each acquisition.",hl,2021-02,[8],0,
194,"Transportation costs represent a significant portion of the total cost of coal for our customers and, as a result, the cost of transportation is a critical factor in a customer's purchasing decision.",arlp,2018-02,"[12, 14]",0,
195,"The Province has not disputed this interpretation but has not provided further clarification on the definition of ""measured"" reserves, and the outcome is not clear at the time.",mux,2015-03,[11],0,
196,"If these expenditures are delayed or deferred for technical, financial or any other reasons, we may be forced to curtail production at the Miami smelter, which would require us to export concentrate rather than process it ourselves and to purchase sulphuric acid that would otherwise be generated during the smelting process, which would result in increased production costs.",fcx,2016-02,"[7, 14]",0,
197,The estimates of our coal reserves may prove inaccurate and could result in decreased profitability.,arlp,2011-02,"[1, 4, 7]",0,
198,"Reliable roads, bridges, power sources and water supply are important factors that affect capital and operating costs and the feasibility and economic viability of a project.",aumn,2018-03,"[1, 7, 12, 14]",0,
199,"At December 31, 2021, our total of such bonds was $254.5 million.",arlp,2022-02,[0],0,
200,The Central Government of Peru continued to support responsible mining as a vehicle for the growth and future development of Peru in 2018.,nem,2019-02,[5],0,
201,"Obtaining or renewing licenses and permits, and acquiring property rights, can be complex and time-consuming processes.",aumn,2015-02,"[1, 2]",0,
202,Outstanding convertible securities and warrants may result in substantial dilution.,lode,2012-03,[3],0,
203,Our current projection that revenues generated by production at our Velardena Operations will exceed our company-wide expenses by the end of 2012 is subject to a number of assumptions.,aumn,2012-03,"[7, 10]",0,
204,Our payments of principal and interest on any indebtedness will reduce the cash available for distribution on our units.,arlp,2014-02,"[0, 6]",0,
205,"Our board of directors has the authority, without action or vote of our stockholders, to issue all or any part of our authorized but unissued shares of common stock, including shares issuable upon the exercise of options, shares that may be issued to satisfy our obligations under our incentive plans, shares of our authorized but unissued preferred stock and securities and instruments that are convertible into our common stock.",hcc,2019-02,"[3, 6]",0,
206,"In such case, revenues and earnings could decline for the period and inventory and backlog could increase.",usau,2011-07,"[4, 10]",0,
207,"Extensive environmental regulations impose significant costs on our mining operations, and future regulations could materially increase those costs or limit our ability to produce and sell coal.",arch,2021-02,"[2, 12]",1,
208,"To liquidate your investment, therefore, you may be forced to sell your public shares or warrants, potentially at a loss.",hymc,2019-03,[3],0,
209,"If NASDAQ delists our common stock from trading on its exchange for failure to meet the listing standards, we and our stockholders could face significant material adverse consequences including: Delisting could also have other negative results, including the potential loss of confidence by employees, the loss of institutional investor interest and fewer business development opportunities..",usau,2021-07,"[3, 6]",0,
210,"Moreover, if a suspension continues for more than one year for reasons other than force majeure and the Indonesian government has not approved such continuation, then the government would be entitled to declare a default under the Contract of Work.",fcx,2010-02,[13],0,
211,Dividends from subsidiaries that are not wholly owned are shared with other equity owners.,fcx,2017-02,[3],0,
